Gene ID	Symbol	Name	Type	# SSM Affected Cases in Cohort	# SSM Affected Cases Across the GDC	# CNV Gain	# CNV Loss	# Mutations	Annotations	Survival
ENSG00000183454	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	protein_coding	25 / 969 (2.58%)	772 / 16,405	505 / 1,067 (47.33%)	45 / 1,067 (4.22%)	23	Cancer Gene Census	add to survival plot
ENSG00000155966	AFF2	AF4/FMR2 family member 2	protein_coding	25 / 969 (2.58%)	573 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000104093	DMXL2	Dmx like 2	protein_coding	25 / 969 (2.58%)	517 / 16,405	83 / 1,067 (7.78%)	253 / 1,067 (23.71%)	0		add to survival plot
ENSG00000197558	SSPOP	SCO-spondin, pseudogene	transcribed_unitary_pseudogene	25 / 969 (2.58%)	852 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000204186	ZDBF2	zinc finger DBF-type containing 2	protein_coding	25 / 969 (2.58%)	646 / 16,405	127 / 1,067 (11.90%)	174 / 1,067 (16.31%)	28		add to survival plot
ENSG00000159450	TCHH	trichohyalin	protein_coding	25 / 969 (2.58%)	538 / 16,405	738 / 1,067 (69.17%)	12 / 1,067 (1.12%)	0		add to survival plot
ENSG00000050030	NEXMIF	neurite extension and migration factor	protein_coding	25 / 969 (2.58%)	581 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000146839	ZAN	zonadhesin	protein_coding	25 / 969 (2.58%)	728 / 16,405	259 / 1,067 (24.27%)	112 / 1,067 (10.50%)	21		add to survival plot
ENSG00000127329	PTPRB	protein tyrosine phosphatase receptor type B	protein_coding	25 / 969 (2.58%)	630 / 16,405	255 / 1,067 (23.90%)	65 / 1,067 (6.09%)	0	Cancer Gene Census	add to survival plot
ENSG00000048707	VPS13D	vacuolar protein sorting 13 homolog D	protein_coding	25 / 969 (2.58%)	668 / 16,405	72 / 1,067 (6.75%)	342 / 1,067 (32.05%)	0		add to survival plot
ENSG00000012048	BRCA1	BRCA1 DNA repair associated	protein_coding	25 / 969 (2.58%)	366 / 16,405	204 / 1,067 (19.12%)	274 / 1,067 (25.68%)	25	Cancer Gene Census	add to survival plot
ENSG00000137076	TLN1	talin 1	protein_coding	25 / 969 (2.58%)	393 / 16,405	173 / 1,067 (16.21%)	193 / 1,067 (18.09%)	0		add to survival plot
ENSG00000104517	UBR5	ubiquitin protein ligase E3 component n-recognin 5	protein_coding	25 / 969 (2.58%)	559 / 16,405	608 / 1,067 (56.98%)	22 / 1,067 (2.06%)	0	Cancer Gene Census	add to survival plot
ENSG00000166147	FBN1	fibrillin 1	protein_coding	25 / 969 (2.58%)	653 / 16,405	63 / 1,067 (5.90%)	266 / 1,067 (24.93%)	0		add to survival plot
ENSG00000164946	FREM1	FRAS1 related extracellular matrix 1	protein_coding	25 / 969 (2.58%)	548 / 16,405	169 / 1,067 (15.84%)	247 / 1,067 (23.15%)	0		add to survival plot
ENSG00000185313	SCN10A	sodium voltage-gated channel alpha subunit 10	protein_coding	25 / 969 (2.58%)	686 / 16,405	125 / 1,067 (11.72%)	211 / 1,067 (19.78%)	0		add to survival plot
ENSG00000145555	MYO10	myosin X	protein_coding	25 / 969 (2.58%)	485 / 16,405	340 / 1,067 (31.87%)	65 / 1,067 (6.09%)	0		add to survival plot
ENSG00000114841	DNAH1	dynein axonemal heavy chain 1	protein_coding	25 / 969 (2.58%)	650 / 16,405	84 / 1,067 (7.87%)	277 / 1,067 (25.96%)	0		add to survival plot
ENSG00000165194	PCDH19	protocadherin 19	protein_coding	24 / 969 (2.48%)	477 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000150893	FREM2	FRAS1 related extracellular matrix 2	protein_coding	24 / 969 (2.48%)	761 / 16,405	90 / 1,067 (8.43%)	364 / 1,067 (34.11%)	0		add to survival plot
ENSG00000144229	THSD7B	thrombospondin type 1 domain containing 7B	protein_coding	24 / 969 (2.48%)	757 / 16,405	101 / 1,067 (9.47%)	169 / 1,067 (15.84%)	0		add to survival plot
ENSG00000101745	ANKRD12	ankyrin repeat domain 12	protein_coding	24 / 969 (2.48%)	377 / 16,405	157 / 1,067 (14.71%)	254 / 1,067 (23.81%)	0		add to survival plot
ENSG00000138778	CENPE	centromere protein E	protein_coding	24 / 969 (2.48%)	458 / 16,405	109 / 1,067 (10.22%)	234 / 1,067 (21.93%)	0		add to survival plot
ENSG00000138759	FRAS1	Fraser extracellular matrix complex subunit 1	protein_coding	24 / 969 (2.48%)	771 / 16,405	126 / 1,067 (11.81%)	194 / 1,067 (18.18%)	0		add to survival plot
ENSG00000173230	GOLGB1	golgin B1	protein_coding	24 / 969 (2.48%)	545 / 16,405	191 / 1,067 (17.90%)	102 / 1,067 (9.56%)	0		add to survival plot
ENSG00000104237	RP1	RP1 axonemal microtubule associated	protein_coding	24 / 969 (2.48%)	883 / 16,405	477 / 1,067 (44.70%)	67 / 1,067 (6.28%)	0		add to survival plot
ENSG00000139618	BRCA2	BRCA2 DNA repair associated	protein_coding	24 / 969 (2.48%)	566 / 16,405	100 / 1,067 (9.37%)	336 / 1,067 (31.49%)	0	Cancer Gene Census	add to survival plot
ENSG00000133454	MYO18B	myosin XVIIIB	protein_coding	24 / 969 (2.48%)	753 / 16,405	119 / 1,067 (11.15%)	360 / 1,067 (33.74%)	0		add to survival plot
ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2	protein_coding	24 / 969 (2.48%)	353 / 16,405	314 / 1,067 (29.43%)	197 / 1,067 (18.46%)	18	Cancer Gene Census	add to survival plot
ENSG00000187240	DYNC2H1	dynein cytoplasmic 2 heavy chain 1	protein_coding	24 / 969 (2.48%)	658 / 16,405	104 / 1,067 (9.75%)	410 / 1,067 (38.43%)	0		add to survival plot
ENSG00000151067	CACNA1C	calcium voltage-gated channel subunit alpha1 C	protein_coding	24 / 969 (2.48%)	703 / 16,405	227 / 1,067 (21.27%)	111 / 1,067 (10.40%)	25		add to survival plot
ENSG00000185567	AHNAK2	AHNAK nucleoprotein 2	protein_coding	24 / 969 (2.48%)	1,068 / 16,405	194 / 1,067 (18.18%)	202 / 1,067 (18.93%)	0		add to survival plot
ENSG00000002746	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	protein_coding	24 / 969 (2.48%)	706 / 16,405	292 / 1,067 (27.37%)	68 / 1,067 (6.37%)	0		add to survival plot
ENSG00000158683	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting	protein_coding	24 / 969 (2.48%)	628 / 16,405	296 / 1,067 (27.74%)	63 / 1,067 (5.90%)	0		add to survival plot
ENSG00000141338	ABCA8	ATP binding cassette subfamily A member 8	protein_coding	24 / 969 (2.48%)	445 / 16,405	387 / 1,067 (36.27%)	102 / 1,067 (9.56%)	0		add to survival plot
ENSG00000168477	TNXB	tenascin XB	protein_coding	24 / 969 (2.48%)	855 / 16,405	240 / 1,067 (22.49%)	118 / 1,067 (11.06%)	0		add to survival plot
ENSG00000047410	TPR	translocated promoter region, nuclear basket protein	protein_coding	24 / 969 (2.48%)	463 / 16,405	757 / 1,067 (70.95%)	16 / 1,067 (1.50%)	0	Cancer Gene Census	add to survival plot
ENSG00000005339	CREBBP	CREB binding protein	protein_coding	23 / 969 (2.37%)	774 / 16,405	500 / 1,067 (46.86%)	57 / 1,067 (5.34%)	0	Cancer Gene Census	add to survival plot
ENSG00000164190	NIPBL	NIPBL cohesin loading factor	protein_coding	23 / 969 (2.37%)	596 / 16,405	319 / 1,067 (29.90%)	72 / 1,067 (6.75%)	0		add to survival plot
ENSG00000198589	LRBA	LPS responsive beige-like anchor protein	protein_coding	23 / 969 (2.37%)	491 / 16,405	103 / 1,067 (9.65%)	236 / 1,067 (22.12%)	20		add to survival plot
ENSG00000146555	SDK1	sidekick cell adhesion molecule 1	protein_coding	23 / 969 (2.37%)	753 / 16,405	292 / 1,067 (27.37%)	92 / 1,067 (8.62%)	0		add to survival plot
ENSG00000128591	FLNC	filamin C	protein_coding	23 / 969 (2.37%)	764 / 16,405	257 / 1,067 (24.09%)	116 / 1,067 (10.87%)	0		add to survival plot
ENSG00000123636	BAZ2B	bromodomain adjacent to zinc finger domain 2B	protein_coding	23 / 969 (2.37%)	404 / 16,405	114 / 1,067 (10.68%)	163 / 1,067 (15.28%)	0		add to survival plot
ENSG00000105429	MEGF8	multiple EGF like domains 8	protein_coding	23 / 969 (2.37%)	542 / 16,405	224 / 1,067 (20.99%)	97 / 1,067 (9.09%)	0		add to survival plot
ENSG00000049618	ARID1B	AT-rich interaction domain 1B	protein_coding	23 / 969 (2.37%)	477 / 16,405	123 / 1,067 (11.53%)	310 / 1,067 (29.05%)	22	Cancer Gene Census	add to survival plot
ENSG00000171495	MROH2B	maestro heat like repeat family member 2B	protein_coding	23 / 969 (2.37%)	721 / 16,405	317 / 1,067 (29.71%)	65 / 1,067 (6.09%)	0		add to survival plot
ENSG00000197386	HTT	huntingtin	protein_coding	23 / 969 (2.37%)	519 / 16,405	104 / 1,067 (9.75%)	268 / 1,067 (25.12%)	0		add to survival plot
ENSG00000102974	CTCF	CCCTC-binding factor	protein_coding	23 / 969 (2.37%)	417 / 16,405	97 / 1,067 (9.09%)	586 / 1,067 (54.92%)	20	Cancer Gene Census	add to survival plot
ENSG00000156687	UNC5D	unc-5 netrin receptor D	protein_coding	23 / 969 (2.37%)	557 / 16,405	260 / 1,067 (24.37%)	334 / 1,067 (31.30%)	0		add to survival plot
ENSG00000136531	SCN2A	sodium voltage-gated channel alpha subunit 2	protein_coding	23 / 969 (2.37%)	628 / 16,405	123 / 1,067 (11.53%)	152 / 1,067 (14.25%)	24		add to survival plot
ENSG00000086570	FAT2	FAT atypical cadherin 2	protein_coding	23 / 969 (2.37%)	868 / 16,405	171 / 1,067 (16.03%)	179 / 1,067 (16.78%)	0		add to survival plot
ENSG00000147485	PXDNL	peroxidasin like	protein_coding	23 / 969 (2.37%)	771 / 16,405	469 / 1,067 (43.96%)	74 / 1,067 (6.94%)	0		add to survival plot
ENSG00000110799	VWF	von Willebrand factor	protein_coding	23 / 969 (2.37%)	654 / 16,405	216 / 1,067 (20.24%)	118 / 1,067 (11.06%)	0		add to survival plot
ENSG00000187955	COL14A1	collagen type XIV alpha 1 chain	protein_coding	23 / 969 (2.37%)	556 / 16,405	608 / 1,067 (56.98%)	27 / 1,067 (2.53%)	0		add to survival plot
ENSG00000123104	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	protein_coding	23 / 969 (2.37%)	535 / 16,405	227 / 1,067 (21.27%)	92 / 1,067 (8.62%)	0		add to survival plot
ENSG00000198788	MUC2	mucin 2, oligomeric mucus/gel-forming	protein_coding	23 / 969 (2.37%)	564 / 16,405	151 / 1,067 (14.15%)	232 / 1,067 (21.74%)	0		add to survival plot
ENSG00000198793	MTOR	mechanistic target of rapamycin kinase	protein_coding	23 / 969 (2.37%)	515 / 16,405	72 / 1,067 (6.75%)	333 / 1,067 (31.21%)	0	Cancer Gene Census	add to survival plot
ENSG00000188994	ZNF292	zinc finger protein 292	protein_coding	23 / 969 (2.37%)	557 / 16,405	148 / 1,067 (13.87%)	317 / 1,067 (29.71%)	0		add to survival plot
ENSG00000133020	MYH8	myosin heavy chain 8	protein_coding	23 / 969 (2.37%)	680 / 16,405	53 / 1,067 (4.97%)	530 / 1,067 (49.67%)	0		add to survival plot
ENSG00000196924	FLNA	filamin A	protein_coding	23 / 969 (2.37%)	589 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	26	Cancer Gene Census	add to survival plot
ENSG00000144452	ABCA12	ATP binding cassette subfamily A member 12	protein_coding	23 / 969 (2.37%)	673 / 16,405	109 / 1,067 (10.22%)	180 / 1,067 (16.87%)	0		add to survival plot
ENSG00000116127	ALMS1	ALMS1 centrosome and basal body associated protein	protein_coding	23 / 969 (2.37%)	683 / 16,405	186 / 1,067 (17.43%)	110 / 1,067 (10.31%)	0		add to survival plot
ENSG00000138162	TACC2	transforming acidic coiled-coil containing protein 2	protein_coding	22 / 969 (2.27%)	660 / 16,405	129 / 1,067 (12.09%)	212 / 1,067 (19.87%)	25		add to survival plot
ENSG00000169436	COL22A1	collagen type XXII alpha 1 chain	protein_coding	22 / 969 (2.27%)	807 / 16,405	564 / 1,067 (52.86%)	59 / 1,067 (5.53%)	0		add to survival plot
ENSG00000164151	ICE1	interactor of little elongation complex ELL subunit 1	protein_coding	22 / 969 (2.27%)	495 / 16,405	337 / 1,067 (31.58%)	64 / 1,067 (6.00%)	0		add to survival plot
ENSG00000145934	TENM2	teneurin transmembrane protein 2	protein_coding	22 / 969 (2.27%)	724 / 16,405	192 / 1,067 (17.99%)	169 / 1,067 (15.84%)	0		add to survival plot
ENSG00000157106	SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase	protein_coding	22 / 969 (2.27%)	476 / 16,405	495 / 1,067 (46.39%)	46 / 1,067 (4.31%)	0		add to survival plot
ENSG00000076356	PLXNA2	plexin A2	protein_coding	22 / 969 (2.27%)	477 / 16,405	765 / 1,067 (71.70%)	13 / 1,067 (1.22%)	0		add to survival plot
ENSG00000122728	TAF1L	TATA-box binding protein associated factor 1 like	protein_coding	22 / 969 (2.27%)	660 / 16,405	158 / 1,067 (14.81%)	230 / 1,067 (21.56%)	0		add to survival plot
ENSG00000110076	NRXN2	neurexin 2	protein_coding	22 / 969 (2.27%)	483 / 16,405	188 / 1,067 (17.62%)	167 / 1,067 (15.65%)	0		add to survival plot
ENSG00000160111	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8	protein_coding	22 / 969 (2.27%)	552 / 16,405	226 / 1,067 (21.18%)	112 / 1,067 (10.50%)	0		add to survival plot
ENSG00000155052	CNTNAP5	contactin associated protein family member 5	protein_coding	22 / 969 (2.27%)	786 / 16,405	113 / 1,067 (10.59%)	161 / 1,067 (15.09%)	0		add to survival plot
ENSG00000198173	FAM47C	family with sequence similarity 47 member C	protein_coding	22 / 969 (2.27%)	631 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0	Cancer Gene Census	add to survival plot
ENSG00000065361	ERBB3	erb-b2 receptor tyrosine kinase 3	protein_coding	22 / 969 (2.27%)	380 / 16,405	190 / 1,067 (17.81%)	97 / 1,067 (9.09%)	18	Cancer Gene Census	add to survival plot
ENSG00000218336	TENM3	teneurin transmembrane protein 3	protein_coding	22 / 969 (2.27%)	858 / 16,405	102 / 1,067 (9.56%)	270 / 1,067 (25.30%)	0		add to survival plot
ENSG00000136068	FLNB	filamin B	protein_coding	22 / 969 (2.27%)	511 / 16,405	88 / 1,067 (8.25%)	272 / 1,067 (25.49%)	0		add to survival plot
ENSG00000145113	MUC4	mucin 4, cell surface associated	protein_coding	22 / 969 (2.27%)	630 / 16,405	293 / 1,067 (27.46%)	76 / 1,067 (7.12%)	19	Cancer Gene Census	add to survival plot
ENSG00000198646	NCOA6	nuclear receptor coactivator 6	protein_coding	22 / 969 (2.27%)	387 / 16,405	392 / 1,067 (36.74%)	35 / 1,067 (3.28%)	0		add to survival plot
ENSG00000196367	TRRAP	transformation/transcription domain associated protein	protein_coding	22 / 969 (2.27%)	749 / 16,405	253 / 1,067 (23.71%)	113 / 1,067 (10.59%)	0	Cancer Gene Census	add to survival plot
ENSG00000152580	IGSF10	immunoglobulin superfamily member 10	protein_coding	22 / 969 (2.27%)	578 / 16,405	268 / 1,067 (25.12%)	62 / 1,067 (5.81%)	0		add to survival plot
ENSG00000163625	WDFY3	WD repeat and FYVE domain containing 3	protein_coding	22 / 969 (2.27%)	663 / 16,405	109 / 1,067 (10.22%)	218 / 1,067 (20.43%)	0		add to survival plot
ENSG00000078018	MAP2	microtubule associated protein 2	protein_coding	22 / 969 (2.27%)	607 / 16,405	121 / 1,067 (11.34%)	177 / 1,067 (16.59%)	20		add to survival plot
ENSG00000174197	MGA	MAX dimerization protein MGA	protein_coding	22 / 969 (2.27%)	582 / 16,405	53 / 1,067 (4.97%)	287 / 1,067 (26.90%)	0		add to survival plot
ENSG00000065534	MYLK	myosin light chain kinase	protein_coding	22 / 969 (2.27%)	527 / 16,405	191 / 1,067 (17.90%)	97 / 1,067 (9.09%)	0		add to survival plot
ENSG00000070182	SPTB	spectrin beta, erythrocytic	protein_coding	22 / 969 (2.27%)	540 / 16,405	122 / 1,067 (11.43%)	249 / 1,067 (23.34%)	0		add to survival plot
ENSG00000135905	DOCK10	dedicator of cytokinesis 10	protein_coding	22 / 969 (2.27%)	480 / 16,405	95 / 1,067 (8.90%)	203 / 1,067 (19.03%)	0		add to survival plot
ENSG00000164061	BSN	bassoon presynaptic cytomatrix protein	protein_coding	22 / 969 (2.27%)	685 / 16,405	86 / 1,067 (8.06%)	278 / 1,067 (26.05%)	0		add to survival plot
ENSG00000196569	LAMA2	laminin subunit alpha 2	protein_coding	22 / 969 (2.27%)	818 / 16,405	173 / 1,067 (16.21%)	265 / 1,067 (24.84%)	0		add to survival plot
ENSG00000142798	HSPG2	heparan sulfate proteoglycan 2	protein_coding	22 / 969 (2.27%)	677 / 16,405	70 / 1,067 (6.56%)	341 / 1,067 (31.96%)	0		add to survival plot
ENSG00000041515	MYO16	myosin XVI	protein_coding	22 / 969 (2.27%)	633 / 16,405	163 / 1,067 (15.28%)	296 / 1,067 (27.74%)	0		add to survival plot
ENSG00000197603	CPLANE1	ciliogenesis and planar polarity effector 1	protein_coding	22 / 969 (2.27%)	465 / 16,405	320 / 1,067 (29.99%)	71 / 1,067 (6.65%)	0		add to survival plot
ENSG00000038219	BOD1L1	biorientation of chromosomes in cell division 1 like 1	protein_coding	22 / 969 (2.27%)	522 / 16,405	84 / 1,067 (7.87%)	275 / 1,067 (25.77%)	0		add to survival plot
ENSG00000197321	SVIL	supervillin	protein_coding	22 / 969 (2.27%)	524 / 16,405	224 / 1,067 (20.99%)	120 / 1,067 (11.25%)	0		add to survival plot
ENSG00000152092	ASTN1	astrotactin 1	protein_coding	22 / 969 (2.27%)	697 / 16,405	754 / 1,067 (70.67%)	18 / 1,067 (1.69%)	0		add to survival plot
ENSG00000092054	MYH7	myosin heavy chain 7	protein_coding	22 / 969 (2.27%)	707 / 16,405	175 / 1,067 (16.40%)	170 / 1,067 (15.93%)	0		add to survival plot
ENSG00000140836	ZFHX3	zinc finger homeobox 3	protein_coding	22 / 969 (2.27%)	834 / 16,405	103 / 1,067 (9.65%)	579 / 1,067 (54.26%)	0	Cancer Gene Census	add to survival plot
ENSG00000118322	ATP10B	ATPase phospholipid transporting 10B (putative)	protein_coding	22 / 969 (2.27%)	459 / 16,405	183 / 1,067 (17.15%)	178 / 1,067 (16.68%)	0		add to survival plot
ENSG00000153993	SEMA3D	semaphorin 3D	protein_coding	22 / 969 (2.27%)	334 / 16,405	259 / 1,067 (24.27%)	102 / 1,067 (9.56%)	0		add to survival plot
ENSG00000005108	THSD7A	thrombospondin type 1 domain containing 7A	protein_coding	22 / 969 (2.27%)	583 / 16,405	305 / 1,067 (28.58%)	87 / 1,067 (8.15%)	0		add to survival plot
ENSG00000109061	MYH1	myosin heavy chain 1	protein_coding	22 / 969 (2.27%)	746 / 16,405	53 / 1,067 (4.97%)	530 / 1,067 (49.67%)	0		add to survival plot
ENSG00000144028	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	protein_coding	21 / 969 (2.17%)	367 / 16,405	179 / 1,067 (16.78%)	103 / 1,067 (9.65%)	0		add to survival plot
ENSG00000138246	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13	protein_coding	21 / 969 (2.17%)	385 / 16,405	213 / 1,067 (19.96%)	91 / 1,067 (8.53%)	0		add to survival plot
ENSG00000000971	CFH	complement factor H	protein_coding	21 / 969 (2.17%)	497 / 16,405	766 / 1,067 (71.79%)	17 / 1,067 (1.59%)	0		add to survival plot
ENSG00000060749	QSER1	glutamine and serine rich 1	protein_coding	21 / 969 (2.17%)	341 / 16,405	204 / 1,067 (19.12%)	123 / 1,067 (11.53%)	0		add to survival plot
ENSG00000198265	HELZ	helicase with zinc finger	protein_coding	21 / 969 (2.17%)	337 / 16,405	395 / 1,067 (37.02%)	93 / 1,067 (8.72%)	0		add to survival plot
ENSG00000125207	PIWIL1	piwi like RNA-mediated gene silencing 1	protein_coding	21 / 969 (2.17%)	345 / 16,405	169 / 1,067 (15.84%)	153 / 1,067 (14.34%)	0		add to survival plot
ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1	protein_coding	21 / 969 (2.17%)	541 / 16,405	120 / 1,067 (11.25%)	176 / 1,067 (16.49%)	19		add to survival plot
ENSG00000029534	ANK1	ankyrin 1	protein_coding	21 / 969 (2.17%)	700 / 16,405	384 / 1,067 (35.99%)	182 / 1,067 (17.06%)	0	Cancer Gene Census	add to survival plot
ENSG00000182674	KCNB2	potassium voltage-gated channel subfamily B member 2	protein_coding	21 / 969 (2.17%)	610 / 16,405	537 / 1,067 (50.33%)	40 / 1,067 (3.75%)	0		add to survival plot
ENSG00000119121	TRPM6	transient receptor potential cation channel subfamily M member 6	protein_coding	21 / 969 (2.17%)	557 / 16,405	134 / 1,067 (12.56%)	185 / 1,067 (17.34%)	0		add to survival plot
ENSG00000150275	PCDH15	protocadherin related 15	protein_coding	21 / 969 (2.17%)	1,201 / 16,405	157 / 1,067 (14.71%)	170 / 1,067 (15.93%)	24		add to survival plot
ENSG00000169710	FASN	fatty acid synthase	protein_coding	21 / 969 (2.17%)	429 / 16,405	390 / 1,067 (36.55%)	126 / 1,067 (11.81%)	0		add to survival plot
ENSG00000121297	TSHZ3	teashirt zinc finger homeobox 3	protein_coding	21 / 969 (2.17%)	602 / 16,405	275 / 1,067 (25.77%)	82 / 1,067 (7.69%)	0		add to survival plot
ENSG00000152223	EPG5	ectopic P-granules autophagy protein 5 homolog	protein_coding	21 / 969 (2.17%)	448 / 16,405	159 / 1,067 (14.90%)	260 / 1,067 (24.37%)	0		add to survival plot
ENSG00000115414	FN1	fibronectin 1	protein_coding	21 / 969 (2.17%)	563 / 16,405	109 / 1,067 (10.22%)	177 / 1,067 (16.59%)	21		add to survival plot
ENSG00000044446	PHKA2	phosphorylase kinase regulatory subunit alpha 2	protein_coding	21 / 969 (2.17%)	312 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000169933	FRMPD4	FERM and PDZ domain containing 4	protein_coding	21 / 969 (2.17%)	462 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	20		add to survival plot
ENSG00000260314	MRC1	mannose receptor C-type 1	protein_coding	21 / 969 (2.17%)	583 / 16,405	261 / 1,067 (24.46%)	97 / 1,067 (9.09%)	0		add to survival plot
ENSG00000169946	ZFPM2	zinc finger protein, FOG family member 2	protein_coding	21 / 969 (2.17%)	560 / 16,405	618 / 1,067 (57.92%)	19 / 1,067 (1.78%)	0		add to survival plot
ENSG00000148143	ZNF462	zinc finger protein 462	protein_coding	21 / 969 (2.17%)	533 / 16,405	126 / 1,067 (11.81%)	206 / 1,067 (19.31%)	0		add to survival plot
ENSG00000090402	SI	sucrase-isomaltase	protein_coding	21 / 969 (2.17%)	891 / 16,405	301 / 1,067 (28.21%)	59 / 1,067 (5.53%)	0		add to survival plot
ENSG00000197969	VPS13A	vacuolar protein sorting 13 homolog A	protein_coding	21 / 969 (2.17%)	542 / 16,405	140 / 1,067 (13.12%)	187 / 1,067 (17.53%)	0		add to survival plot
ENSG00000132694	ARHGEF11	Rho guanine nucleotide exchange factor 11	protein_coding	21 / 969 (2.17%)	381 / 16,405	727 / 1,067 (68.13%)	16 / 1,067 (1.50%)	0		add to survival plot
ENSG00000214814	FER1L6	fer-1 like family member 6	protein_coding	21 / 969 (2.17%)	597 / 16,405	606 / 1,067 (56.79%)	29 / 1,067 (2.72%)	0		add to survival plot
ENSG00000165899	OTOGL	otogelin like	protein_coding	21 / 969 (2.17%)	603 / 16,405	212 / 1,067 (19.87%)	103 / 1,067 (9.65%)	0		add to survival plot
ENSG00000095951	HIVEP1	HIVEP zinc finger 1	protein_coding	21 / 969 (2.17%)	499 / 16,405	257 / 1,067 (24.09%)	133 / 1,067 (12.46%)	0		add to survival plot
ENSG00000162849	KIF26B	kinesin family member 26B	protein_coding	21 / 969 (2.17%)	543 / 16,405	749 / 1,067 (70.20%)	25 / 1,067 (2.34%)	0		add to survival plot
